Category_Character;Category_Name;Group_Number;Group_Name;Disease;OMIM;OMIM.link;HPO.link;Gene;Function;Incidence;Artefact disclaimer;Metabolite;HMDB.code;HMDB.link;M/z;Isobaric_compounds;Isobaric_Compounds_Names;Biomarker_PathwayPosition_BodyFluid;Biomarker_PathwayPosition_BodyFluid_Weight;Change;Change_Weight;Importance;Importance_Weight;Total_Weight;Absolute_Weight;Dispensability;Zscore_Cutoff;Diagnosis_Blood
D;Mitochondrial disorders of energy metabolism;56;Disorders of metabolite repair;D-2-hydroxyglutaric aciduria;600721;https://omim.org/entry/600721;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:600721;"D2HGDH; IDH2";Enzyme;Estimated ~80 cases;No possible artefacts to report;D-2-hydroxyglutaric acid;HMDB00606;http://www.hmdb.ca/metabolites/HMDB00606;148.114;Yes;"L-2-Hydroxyglutaric acid; 2-Hydroxyglutaric acid; 3-Hydroxyglutaric acid; Citramalic acid; Ribonolactone; D-Xylono-1,5-lactone";Plasma;2;Increase;1;Critical;5;10;10;Indispensable;1.5;Yes
D;Mitochondrial disorders of energy metabolism;56;Disorders of metabolite repair;D-2-hydroxyglutaric aciduria;600721;https://omim.org/entry/600721;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:600721;"D2HGDH; IDH2";Enzyme;Estimated ~80 cases;No possible artefacts to report;D-2-hydroxyglutaric acid;HMDB00606;http://www.hmdb.ca/metabolites/HMDB00606;148.114;Yes;"L-2-Hydroxyglutaric acid; 2-Hydroxyglutaric acid; 3-Hydroxyglutaric acid; Citramalic acid; Ribonolactone; D-Xylono-1,5-lactone";Urine;1;Increase;1;Critical;5;5;5;Indispensable;1.5;Yes
D;Mitochondrial disorders of energy metabolism;56;Disorders of metabolite repair;D-2-hydroxyglutaric aciduria;600721;https://omim.org/entry/600721;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:600721;"D2HGDH; IDH2";Enzyme;Estimated ~80 cases;No possible artefacts to report;Succinic acid;HMDB00254;http://www.hmdb.ca/metabolites/HMDB00254;118.088;Yes;"Methylmalonic acid; Erythrono-1,4-lactone; Threonolactone";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
D;Mitochondrial disorders of energy metabolism;56;Disorders of metabolite repair;D-2-hydroxyglutaric aciduria;600721;https://omim.org/entry/600721;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:600721;"D2HGDH; IDH2";Enzyme;Estimated ~80 cases;No possible artefacts to report;Citric acid;HMDB00094;http://www.hmdb.ca/metabolites/HMDB00094;192.1235;Yes;"Isocitric acid; D-threo-Isocitric acid; Diketogulonic acid; 2,3-Diketo-L-gulonate; D-Glucaro-1,4-lactone";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
D;Mitochondrial disorders of energy metabolism;56;Disorders of metabolite repair;L-2-hydroxyglutaric aciduria;236792;https://omim.org/entry/236792;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:236792;L2HGDH;Enzyme;Estimated ~140 cases;No possible artefacts to report;L-2-Hydroxyglutaric acid;HMDB00694;http://www.hmdb.ca/metabolites/HMDB00694;148.114;Yes;"D-2-Hydroxyglutaric acid; 2-Hydroxyglutaric acid; 3-Hydroxyglutaric acid; Citramalic acid; Ribonolactone; D-Xylono-1,5-lactone";Substrate;3;Increase;1;Critical;5;15;15;Indispensable;3.0;Yes
D;Mitochondrial disorders of energy metabolism;56;Disorders of metabolite repair;L-2-hydroxyglutaric aciduria;236792;https://omim.org/entry/236792;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:236792;L2HGDH;Enzyme;Estimated ~140 cases;No possible artefacts to report;L-2-Hydroxyglutaric acid;HMDB00694;http://www.hmdb.ca/metabolites/HMDB00694;148.114;Yes;"D-2-Hydroxyglutaric acid; 2-Hydroxyglutaric acid; 3-Hydroxyglutaric acid; Citramalic acid; Ribonolactone; D-Xylono-1,5-lactone";CSF;2;Increase;1;Critical;5;10;10;Indispensable;3.0;Yes
D;Mitochondrial disorders of energy metabolism;56;Disorders of metabolite repair;L-2-hydroxyglutaric aciduria;236792;https://omim.org/entry/236792;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:236792;L2HGDH;Enzyme;Estimated ~140 cases;No possible artefacts to report;L-2-Hydroxyglutaric acid;HMDB00694;http://www.hmdb.ca/metabolites/HMDB00694;148.114;Yes;"D-2-Hydroxyglutaric acid; 2-Hydroxyglutaric acid; 3-Hydroxyglutaric acid; Citramalic acid; Ribonolactone; D-Xylono-1,5-lactone";Plasma;2;Increase;1;Critical;5;10;10;Indispensable;3.0;Yes
D;Mitochondrial disorders of energy metabolism;56;Disorders of metabolite repair;L-2-hydroxyglutaric aciduria;236792;https://omim.org/entry/236792;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:236792;L2HGDH;Enzyme;Estimated ~140 cases;No possible artefacts to report;L-2-Hydroxyglutaric acid;HMDB00694;http://www.hmdb.ca/metabolites/HMDB00694;148.114;Yes;"D-2-Hydroxyglutaric acid; 2-Hydroxyglutaric acid; 3-Hydroxyglutaric acid; Citramalic acid; Ribonolactone; D-Xylono-1,5-lactone";Urine;1;Increase;1;Critical;5;5;5;Indispensable;3.0;Yes
D;Mitochondrial disorders of energy metabolism;56;Disorders of metabolite repair;L-2-hydroxyglutaric aciduria;236792;https://omim.org/entry/236792;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:236792;L2HGDH;Enzyme;Estimated ~140 cases;No possible artefacts to report;L-Lysine;HMDB00182;http://www.hmdb.ca/metabolites/HMDB00182;146.1876;Yes;"D-Lysine; 3,6-Diaminohexanoate";CSF;2;Increase;1;Supportive;1;2;2;Dispensable;;Yes
D;Mitochondrial disorders of energy metabolism;56;Disorders of metabolite repair;L-2-hydroxyglutaric aciduria;236792;https://omim.org/entry/236792;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:236792;L2HGDH;Enzyme;Estimated ~140 cases;No possible artefacts to report;L-Lysine;HMDB00182;http://www.hmdb.ca/metabolites/HMDB00182;146.1876;Yes;"D-Lysine; 3,6-Diaminohexanoate";Plasma;2;Increase;1;Supportive;1;2;2;Dispensable;;Yes
D;Mitochondrial disorders of energy metabolism;57;Disorders of mitochondrial carriers;Combined D-2- and L-2-hydroxyglutaric aciduria;615182;https://omim.org/entry/615182;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:615182;SLC25A1;Transporter;Estimated ~16 cases;No possible artefacts to report;L-2-Hydroxyglutaric acid;HMDB00694;http://www.hmdb.ca/metabolites/HMDB00694;148.114;Yes;"D-2-Hydroxyglutaric acid; 2-Hydroxyglutaric acid; 3-Hydroxyglutaric acid; Citramalic acid; Ribonolactone; D-Xylono-1,5-lactone";CSF;2;Increase;1;Critical;5;10;10;Indispensable;3.0;Yes
D;Mitochondrial disorders of energy metabolism;57;Disorders of mitochondrial carriers;Combined D-2- and L-2-hydroxyglutaric aciduria;615182;https://omim.org/entry/615182;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:615182;SLC25A1;Transporter;Estimated ~16 cases;No possible artefacts to report;L-2-Hydroxyglutaric acid;HMDB00694;http://www.hmdb.ca/metabolites/HMDB00694;148.114;Yes;"D-2-Hydroxyglutaric acid; 2-Hydroxyglutaric acid; 3-Hydroxyglutaric acid; Citramalic acid; Ribonolactone; D-Xylono-1,5-lactone";Plasma;2;Increase;1;Critical;5;10;10;Indispensable;3.0;Yes
D;Mitochondrial disorders of energy metabolism;57;Disorders of mitochondrial carriers;Combined D-2- and L-2-hydroxyglutaric aciduria;615182;https://omim.org/entry/615182;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:615182;SLC25A1;Transporter;Estimated ~16 cases;No possible artefacts to report;D-2-hydroxyglutaric acid;HMDB00606;http://www.hmdb.ca/metabolites/HMDB00606;148.114;Yes;"L-2-Hydroxyglutaric acid; 2-Hydroxyglutaric acid; 3-Hydroxyglutaric acid; Citramalic acid; Ribonolactone; D-Xylono-1,5-lactone";CSF;2;Increase;1;Critical;5;10;10;Indispensable;3.0;Yes
D;Mitochondrial disorders of energy metabolism;57;Disorders of mitochondrial carriers;Combined D-2- and L-2-hydroxyglutaric aciduria;615182;https://omim.org/entry/615182;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:615182;SLC25A1;Transporter;Estimated ~16 cases;No possible artefacts to report;D-2-hydroxyglutaric acid;HMDB00606;http://www.hmdb.ca/metabolites/HMDB00606;148.114;Yes;"L-2-Hydroxyglutaric acid; 2-Hydroxyglutaric acid; 3-Hydroxyglutaric acid; Citramalic acid; Ribonolactone; D-Xylono-1,5-lactone";Plasma;2;Increase;1;Critical;5;10;10;Indispensable;3.0;Yes
D;Mitochondrial disorders of energy metabolism;57;Disorders of mitochondrial carriers;Combined D-2- and L-2-hydroxyglutaric aciduria;615182;https://omim.org/entry/615182;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:615182;SLC25A1;Transporter;Estimated ~16 cases;No possible artefacts to report;L-2-Hydroxyglutaric acid;HMDB00694;http://www.hmdb.ca/metabolites/HMDB00694;148.114;Yes;"D-2-Hydroxyglutaric acid; 2-Hydroxyglutaric acid; 3-Hydroxyglutaric acid; Citramalic acid; Ribonolactone; D-Xylono-1,5-lactone";Urine;1;Increase;1;Critical;5;5;5;Indispensable;3.0;Yes
D;Mitochondrial disorders of energy metabolism;57;Disorders of mitochondrial carriers;Combined D-2- and L-2-hydroxyglutaric aciduria;615182;https://omim.org/entry/615182;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:615182;SLC25A1;Transporter;Estimated ~16 cases;No possible artefacts to report;D-2-hydroxyglutaric acid;HMDB00606;http://www.hmdb.ca/metabolites/HMDB00606;148.114;Yes;"L-2-Hydroxyglutaric acid; 2-Hydroxyglutaric acid; 3-Hydroxyglutaric acid; Citramalic acid; Ribonolactone; D-Xylono-1,5-lactone";Urine;1;Increase;1;Critical;5;5;5;Indispensable;3.0;Yes
D;Mitochondrial disorders of energy metabolism;57;Disorders of mitochondrial carriers;Combined D-2- and L-2-hydroxyglutaric aciduria;615182;https://omim.org/entry/615182;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:615182;SLC25A1;Transporter;Estimated ~16 cases;No possible artefacts to report;Oxoglutaric acid;HMDB00208;http://www.hmdb.ca/metabolites/HMDB00208;146.0981;Yes;3-Oxoglutaric acid;Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
D;Mitochondrial disorders of energy metabolism;77;Disorders of mitochondrial phospholipid metabolism;3-Methylglutaconic aciduria - Barth syndrome;302060;https://omim.org/entry/302060;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:302060;TAZ;Enzyme;Estimated 1:140,000-1:400,000;Consider pregnancy induced 3-methylglutaconic aciduria;3-Methylglutaconic acid;HMDB00522;http://www.hmdb.ca/metabolites/HMDB00522;144.1253;Yes;"2-Methylglutaconic acid; 3-Hexenedioic acid; trans-2-hexenedioic acid; 3-Hydroxyadipic acid 3,6-lactone";Urine;1;Increase;1;Critical;5;5;5;Indispensable;3.0;Yes
D;Mitochondrial disorders of energy metabolism;77;Disorders of mitochondrial phospholipid metabolism;3-Methylglutaconic aciduria - Barth syndrome;302060;https://omim.org/entry/302060;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:302060;TAZ;Enzyme;Estimated 1:140,000-1:400,000;Consider pregnancy induced 3-methylglutaconic aciduria;2-Ethylhydracrylic acid;HMDB00396;http://www.hmdb.ca/metabolites/HMDB00396;118.1311;Yes;"2-Hydroxyvaleric acid; 3-Hydroxyvaleric acid; 3-Hydroxyisovaleric acid; 4-Hydroxyisovaleric acid; 3-Hydroxy-2-Methylbutanoic acid; 2-Hydroxy-3-Methyl-butyric acid; 2-Hydroxy-2-methylbutyric acid; 2-Methyl-3-Hydroxybutyric acid; Erythronilic acid;";Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
D;Mitochondrial disorders of energy metabolism;77;Disorders of mitochondrial phospholipid metabolism;3-Methylglutaconic aciduria - Barth syndrome;302060;https://omim.org/entry/302060;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:302060;TAZ;Enzyme;Estimated 1:140,000-1:400,000;Consider pregnancy induced 3-methylglutaconic aciduria;Methylglutaric acid;HMDB00752;http://www.hmdb.ca/metabolites/HMDB00752;146.1412;Yes;"Adipic acid; 2-Methylglutaric acid; Monomethylglutaric acid; 2,2-Dimethylsuccinic acid; Solerol; 2-Aceto-2-hydroxybutanoic acid";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
D;Mitochondrial disorders of energy metabolism;NA;Mitochondrial failure;Mitochondrial failure;NA;NA;NA;NA;NA;NA;NA;L-Alanine;HMDB00161;http://www.hmdb.ca/metabolites/HMDB00161;89.0932;Yes;"D-Alanine; Beta-alanine; Sarcosine";Plasma;2;Increase;1;Important influence;3;2;6;Dispensable;;Yes
D;Mitochondrial disorders of energy metabolism;NA;Mitochondrial failure;Mitochondrial failure;NA;NA;NA;NA;NA;NA;NA;L-Proline;HMDB00162;http://www.hmdb.ca/metabolites/HMDB00162;115.1305;Yes;"D-Proline; Acetamidopropanal";Plasma;2;Increase;1;Important influence;3;2;6;Dispensable;;Yes
D;Mitochondrial disorders of energy metabolism;NA;Mitochondrial failure;Mitochondrial failure;NA;NA;NA;NA;NA;NA;NA;Mitochondrial-DiagRatio-Ala/(Phe+Tyr);HMDB0AA03;http://www.hmdb.ca/metabolites/HMDB0AA03;NA_Ratio_0AA03;No;NA;Plasma;2;Increase;1;Important influence;3;2;6;Dispensable;;Yes
D;Mitochondrial disorders of energy metabolism;NA;Mitochondrial failure;Mitochondrial failure;NA;NA;NA;NA;NA;NA;NA;Mitochondrial-DiagRatio-Ala/Lys;HMDB0AA02;http://www.hmdb.ca/metabolites/HMDB0AA02;NA_Ratio_0AA02;No;NA;Plasma;2;Increase;1;Important influence;3;2;6;Dispensable;;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Carnitine palmitoyltransferase I deficiency;255120;https://omim.org/entry/255120;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:255120;CPT1A;Enzyme;Estimated ~50 cases;No possible artefacts to report;L-Palmitoylcarnitine;HMDB00222;http://www.hmdb.ca/metabolites/HMDB00222;399.6077;No;NA;Plasma;2;Decrease;-1.5;Critical;5;-15;15;Indispensable;-1.5;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Carnitine palmitoyltransferase I deficiency;255120;https://omim.org/entry/255120;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:255120;CPT1A;Enzyme;Estimated ~50 cases;No possible artefacts to report;Oleoylcarnitine;HMDB05065;http://www.hmdb.ca/metabolites/HMDB05065;425.654;Yes;"Vaccenyl carnitine; Elaidic carnitine; 11Z-Octadecenylcarnitine";Plasma;2;Decrease;-1.5;Critical;5;-15;15;Indispensable;-1.0;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Carnitine palmitoyltransferase I deficiency;255120;https://omim.org/entry/255120;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:255120;CPT1A;Enzyme;Estimated ~50 cases;No possible artefacts to report;Linoleoylcarnitine;HMDB06469;http://www.hmdb.ca/metabolites/HMDB06469;423.6291;Yes;Linoelaidyl carnitine;Plasma;2;Decrease;-1.5;Important influence;3;-9;9;Dispensable;;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Carnitine palmitoyltransferase I deficiency;255120;https://omim.org/entry/255120;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:255120;CPT1A;Enzyme;Estimated ~50 cases;No possible artefacts to report;Stearoylcarnitine;HMDB00848;http://www.hmdb.ca/metabolites/HMDB00848;427.6609;No;NA;Plasma;2;Decrease;-1.5;Important influence;3;-9;9;Dispensable;;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Carnitine palmitoyltransferase I deficiency;255120;https://omim.org/entry/255120;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:255120;CPT1A;Enzyme;Estimated ~50 cases;No possible artefacts to report;CPT1-DiagRatio-C0/(C16+C18);HMDB0AC01;http://www.hmdb.ca/metabolites/HMDB0AC01;NA_Ratio_0AC01;No;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Carnitine palmitoyltransferase I deficiency;255120;https://omim.org/entry/255120;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:255120;CPT1A;Enzyme;Estimated ~50 cases;No possible artefacts to report;L-Carnitine;HMDB00062;http://www.hmdb.ca/metabolites/HMDB00062;161.1989;No;NA;Plasma;2;Increase;1;Supportive;1;2;2;Dispensable;;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Carnitine palmitoyltransferase II deficiency or carnitine translocase deficiency;"255110; 212138";https://omim.org/entry/255110;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:255110;"CPT2; SLC25A20";"Enzyme; Transporter";Estimated 1:750,000;No possible artefacts to report;L-Palmitoylcarnitine;HMDB00222;http://www.hmdb.ca/metabolites/HMDB00222;399.6077;No;NA;Plasma;2;Increase;1;Critical;5;10;10;Indispensable;1.5;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Carnitine palmitoyltransferase II deficiency or carnitine translocase deficiency;"255110; 212138";https://omim.org/entry/255110;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:255110;"CPT2; SLC25A20";"Enzyme; Transporter";Estimated 1:750,000;No possible artefacts to report;CPT2-DiagRatio-(C16+C18:1)/C2;HMDB0AC02;NA;NA_Ratio_0AC02;No;NA;Plasma;2;Increase;1;Critical;5;10;10;Indispensable;1.5;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Carnitine palmitoyltransferase II deficiency or carnitine translocase deficiency;"255110; 212138";https://omim.org/entry/255110;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:255110;"CPT2; SLC25A20";"Enzyme; Transporter";Estimated 1:750,000;No possible artefacts to report;Oleoylcarnitine;HMDB05065;http://www.hmdb.ca/metabolites/HMDB05065;425.654;Yes;"Vaccenyl carnitine; Elaidic carnitine; 11Z-Octadecenylcarnitine";Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Carnitine palmitoyltransferase II deficiency or carnitine translocase deficiency;"255110; 212138";https://omim.org/entry/255110;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:255110;"CPT2; SLC25A20";"Enzyme; Transporter";Estimated 1:750,000;No possible artefacts to report;Linoleoylcarnitine;HMDB06469;http://www.hmdb.ca/metabolites/HMDB06469;423.6291;Yes;Linoelaidyl carnitine;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Carnitine palmitoyltransferase II deficiency or carnitine translocase deficiency;"255110; 212138";https://omim.org/entry/255110;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:255110;"CPT2; SLC25A20";"Enzyme; Transporter";Estimated 1:750,000;No possible artefacts to report;Stearoylcarnitine;HMDB00848;http://www.hmdb.ca/metabolites/HMDB00848;427.6609;No;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Carnitine palmitoyltransferase II deficiency or carnitine translocase deficiency;"255110; 212138";https://omim.org/entry/255110;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:255110;"CPT2; SLC25A20";"Enzyme; Transporter";Estimated 1:750,000;No possible artefacts to report;L-Carnitine;HMDB00062;http://www.hmdb.ca/metabolites/HMDB00062;161.1989;No;NA;Plasma;2;Decrease;-1.5;Supportive;1;-3;3;Dispensable;;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Carnitine palmitoyltransferase II deficiency or carnitine translocase deficiency;"255110; 212138";https://omim.org/entry/255110;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:255110;"CPT2; SLC25A20";"Enzyme; Transporter";Estimated 1:750,000;No possible artefacts to report;L-Acetylcarnitine;HMDB00201;http://www.hmdb.ca/metabolites/HMDB00201;203.2356;No;NA;Plasma;2;Decrease;-1.5;Supportive;1;-3;3;Dispensable;;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Carnitine transporter deficiency;212140;https://omim.org/entry/212140;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:212140;SLC22A5;Transporter;Estimated 1:20,000-1:70,000;No possible artefacts to report;L-Carnitine;HMDB00062;http://www.hmdb.ca/metabolites/HMDB00062;161.1989;No;NA;Plasma;2;Decrease;-1.5;Critical;5;-15;15;Indispensable;-1.5;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Carnitine transporter deficiency;212140;https://omim.org/entry/212140;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:212140;SLC22A5;Transporter;Estimated 1:20,000-1:70,000;No possible artefacts to report;L-Acetylcarnitine;HMDB00201;http://www.hmdb.ca/metabolites/HMDB00201;203.2356;No;NA;Plasma;2;Decrease;-1.5;Critical;5;-15;15;Indispensable;-1.5;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Carnitine transporter deficiency;212140;https://omim.org/entry/212140;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:212140;SLC22A5;Transporter;Estimated 1:20,000-1:70,000;No possible artefacts to report;Propionylcarnitine;HMDB00824;http://www.hmdb.ca/metabolites/HMDB00824;217.2622;No;NA;Plasma;2;Decrease;-1.5;Important influence;3;-9;9;Dispensable;;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Carnitine transporter deficiency;212140;https://omim.org/entry/212140;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:212140;SLC22A5;Transporter;Estimated 1:20,000-1:70,000;No possible artefacts to report;OCTN2-DiagRatio-C3/Met;HMDBAAC01;http://www.hmdb.ca/metabolites/HMDBAAC01;NA_Ratio_AAC01;No;NA;Plasma;2;Decrease;-1.5;Important influence;3;-9;9;Dispensable;;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Carnitine transporter deficiency;212140;https://omim.org/entry/212140;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:212140;SLC22A5;Transporter;Estimated 1:20,000-1:70,000;No possible artefacts to report;OCTN2-DiagRatio-Phe/(C3+C16);HMDBAAC02;http://www.hmdb.ca/metabolites/HMDBAAC02;NA_Ratio_AAC02;No;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Epsilon-trimethyllysine hydroxylase deficiency;300872;https://omim.org/entry/300872;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:300872;TMLHE;Enzyme;Estimated ~30 cases;No possible artefacts to report;Gamma-butyrobetaine;HMDB06831;http://www.hmdb.ca/metabolites/HMDB06831;145.1995;No;NA;Plasma;2;Decrease;-1.5;Critical;5;-15;15;Indispensable;-1.5;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Epsilon-trimethyllysine hydroxylase deficiency;300872;https://omim.org/entry/300872;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:300872;TMLHE;Enzyme;Estimated ~30 cases;No possible artefacts to report;TMLHE-DiagRatio-TML/GBB;HMDB0AC06;NA;NA_Ratio_0AC06;No;NA;Plasma;2;Increase;1;Critical;5;10;10;Indispensable;3.0;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Epsilon-trimethyllysine hydroxylase deficiency;300872;https://omim.org/entry/300872;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:300872;TMLHE;Enzyme;Estimated ~30 cases;No possible artefacts to report;Trimethyllysine;HMDB01325;http://www.hmdb.ca/metabolites/HMDB01325;188.2673;No;NA;Substrate;3;Increase;1;Important influence;3;9;9;Dispensable;;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Epsilon-trimethyllysine hydroxylase deficiency;300872;https://omim.org/entry/300872;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:300872;TMLHE;Enzyme;Estimated ~30 cases;No possible artefacts to report;L-Carnitine;HMDB00062;http://www.hmdb.ca/metabolites/HMDB00062;161.1989;No;NA;Plasma;2;Decrease;-1.5;Important influence;3;-9;9;Dispensable;;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Epsilon-trimethyllysine hydroxylase deficiency;300872;https://omim.org/entry/300872;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:300872;TMLHE;Enzyme;Estimated ~30 cases;No possible artefacts to report;Trimethyllysine;HMDB01325;http://www.hmdb.ca/metabolites/HMDB01325;188.2673;No;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Epsilon-trimethyllysine hydroxylase deficiency;300872;https://omim.org/entry/300872;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:300872;TMLHE;Enzyme;Estimated ~30 cases;No possible artefacts to report;Hydroxytrimethyllysine;HMDB01422;http://www.hmdb.ca/metabolites/HMDB01422;205.2746;No;NA;Product;3;Decrease;-1.5;Supportive;1;-4.5;4.5;Dispensable;;Yes
E;Disorders of lipids;82;Disorders of carnitine metabolism;Epsilon-trimethyllysine hydroxylase deficiency;300872;https://omim.org/entry/300872;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:300872;TMLHE;Enzyme;Estimated ~30 cases;No possible artefacts to report;L-Acetylcarnitine;HMDB00201;http://www.hmdb.ca/metabolites/HMDB00201;203.2356;No;NA;Plasma;2;Decrease;-1.5;Supportive;1;-3;3;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;3-Hydroxyacyl-CoA dehydrogenase deficiency;231530;https://omim.org/entry/231530;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:231530;HADH;Enzyme;Estimated ~8 cases;No possible artefacts to report;SCHAD-DiagRatio-C4OH/C2;HMDB0AC05;http://www.hmdb.ca/metabolites/HMDB0AC05;NA_Ratio_0AC05;No;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
E;Disorders of lipids;83;Disorders of fatty acid oxidation and transport;3-Hydroxyacyl-CoA dehydrogenase deficiency;231530;https://omim.org/entry/231530;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:231530;HADH;Enzyme;Estimated ~8 cases;No possible artefacts to report;3-Hydroxysuberic acid;HMDB00325;http://www.hmdb.ca/metabolites/HMDB00325;190.1938;Yes;"Diethyl L-malate; 6-(2-Hydroxyethoxy)-6-oxohexanoic acid";Urine;1;Increase;1;Critical;5;5;5;Indispensable;2.0;Yes
